PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Oregon,2021,8,X,0.550621,X,X,X,X,X,X,181,90,32872
States,Pennsylvania,2021,8,X,0.588268,X,X,X,X,X,X,315,102,53547
States,Rhode Island,2021,8,X,0.366332,X,X,X,X,X,X,43,30,11738
States,South Carolina,2021,8,X,1.48253,X,X,X,X,X,X,168,23,11332
States,South Dakota,2021,8,X,0.452046,X,X,X,X,X,X,37,30,8185
States,Tennessee,2021,8,X,0.803264,X,X,X,X,X,X,252,108,31372
States,Texas,2021,8,X,1.01233,X,X,X,X,X,X,450,62,44452
States,Utah,2021,8,X,0.71892,X,X,X,X,X,X,123,50,17109
States,Vermont,2021,8,X,0.470173,X,X,X,X,X,X,16,12,3403
States,Virginia,2021,8,X,0.793797,X,X,X,X,X,X,688,164,86672
States,Washington,2021,8,X,0.539394,X,X,X,X,X,X,89,38,16500
States,West Virginia,2021,8,X,0.703613,X,X,X,X,X,X,89,42,12649
States,Wisconsin,2021,8,X,0.442822,X,X,X,X,X,X,74,36,16711
States,Wyoming,2021,8,X,0.470072,X,X,X,X,X,X,15,13,3191
States,Commonwealth of the Northern Mariana Islands,2021,8,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,8,X,3.71498,X,X,X,X,X,X,61,7,1642
States,Virgin Islands,2021,8,X,0.654818,X,X,X,X,X,X,7,3,1069
States,New York City,2021,8,X,0.965468,X,X,X,X,X,X,697,31,72193
States,Alabama,2021,9,X,0.922419,X,X,X,X,X,X,341,94,36968
States,Alaska,2021,9,X,0.223714,X,X,X,X,X,X,1,2,447
States,Arizona,2021,9,X,0.672995,X,X,X,X,X,X,95,32,14116
States,Arkansas,2021,9,X,0.568468,X,X,X,X,X,X,79,55,13897
States,California,2021,9,X,0.821432,X,X,X,X,X,X,505,117,61478
States,Colorado,2021,9,X,0.586303,X,X,X,X,X,X,207,83,35306
States,Connecticut,2021,9,X,0.472971,X,X,X,X,X,X,170,71,35943
States,Delaware,2021,9,X,0.399516,X,X,X,X,X,X,33,16,8260
States,District of Columbia,2021,9,X,1.97054,X,X,X,X,X,X,103,4,5227
States,Florida,2021,9,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,9,X,1.51499,X,X,X,X,X,X,971,91,64093
States,Hawaii,2021,9,X,0.947568,X,X,X,X,X,X,15,17,1583
States,Idaho,2021,9,X,0.620873,X,X,X,X,X,X,63,35,10147
States,Illinois,2021,9,X,0.438702,X,X,X,X,X,X,293,190,66788
States,Indiana,2021,9,X,0.663823,X,X,X,X,X,X,305,109,45946
States,Iowa,2021,9,X,0.411353,X,X,X,X,X,X,20,14,4862
States,Kansas,2021,9,X,0.549034,X,X,X,X,X,X,58,23,10564
States,Kentucky,2021,9,X,0.545812,X,X,X,X,X,X,150,81,27482
States,Louisiana,2021,9,X,0.536545,X,X,X,X,X,X,188,92,35039
States,Maine,2021,9,X,0.260088,X,X,X,X,X,X,33,52,12688
States,Maryland,2021,9,X,0.744495,X,X,X,X,X,X,282,70,37878
States,Massachusetts,2021,9,X,0.503864,X,X,X,X,X,X,283,94,56166
States,Michigan,2021,9,X,0.347185,X,X,X,X,X,X,64,64,18434
States,Minnesota,2021,9,X,0.349345,X,X,X,X,X,X,148,79,42365
States,Mississippi,2021,9,X,1.71422,X,X,X,X,X,X,155,23,9042
States,Missouri,2021,9,X,0.637781,X,X,X,X,X,X,155,49,24303
States,Montana,2021,9,X,0.421196,X,X,X,X,X,X,31,31,7360
States,Nebraska,2021,9,X,0.76693,X,X,X,X,X,X,100,74,13039
States,Nevada,2021,9,X,0.427416,X,X,X,X,X,X,28,24,6551
States,New Hampshire,2021,9,X,0.0721501,X,X,X,X,X,X,1,9,1386
States,New Jersey,2021,9,X,1.77561,X,X,X,X,X,X,408,32,22978
States,New Mexico,2021,9,X,0.853906,X,X,X,X,X,X,156,39,18269
States,New York,2021,9,X,0.912473,X,X,X,X,X,X,417,127,45700
States,North Carolina,2021,9,X,0.502757,X,X,X,X,X,X,382,136,75981
States,North Dakota,2021,9,X,0.853578,X,X,X,X,X,X,26,12,3046
States,Ohio,2021,9,X,0.79602,X,X,X,X,X,X,96,33,12060
States,Oklahoma,2021,9,X,0.750939,X,X,X,X,X,X,48,21,6392
States,Oregon,2021,9,X,0.539742,X,X,X,X,X,X,179,90,33164
States,Pennsylvania,2021,9,X,0.648134,X,X,X,X,X,X,346,102,53384
States,Rhode Island,2021,9,X,0.29034,X,X,X,X,X,X,33,30,11366
States,South Carolina,2021,9,X,0.862852,X,X,X,X,X,X,114,23,13212
States,South Dakota,2021,9,X,0.338429,X,X,X,X,X,X,29,32,8569
States,Tennessee,2021,9,X,0.828362,X,X,X,X,X,X,268,110,32353
States,Texas,2021,9,X,0.840607,X,X,X,X,X,X,391,78,46514
States,Utah,2021,9,X,0.831236,X,X,X,X,X,X,142,50,17083
States,Vermont,2021,9,X,0.522552,X,X,X,X,X,X,19,13,3636
States,Virginia,2021,9,X,0.808022,X,X,X,X,X,X,689,164,85270
States,Washington,2021,9,X,0.501177,X,X,X,X,X,X,83,38,16561
States,West Virginia,2021,9,X,0.624329,X,X,X,X,X,X,64,38,10251
States,Wisconsin,2021,9,X,0.411645,X,X,X,X,X,X,69,36,16762
States,Wyoming,2021,9,X,0.549806,X,X,X,X,X,X,17,13,3092
States,Commonwealth of the Northern Mariana Islands,2021,9,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,9,X,3.87097,X,X,X,X,X,X,66,7,1705
States,Virgin Islands,2021,9,X,0.581395,X,X,X,X,X,X,5,3,860
States,New York City,2021,9,X,0.910523,X,X,X,X,X,X,636,31,69850
States,Alabama,2021,10,X,0.991837,X,X,X,X,X,X,373,93,37607
States,Alaska,2021,10,X,0.464784,X,X,X,X,X,X,13,12,2797
States,Arizona,2021,10,X,0.544647,X,X,X,X,X,X,76,32,13954
States,Arkansas,2021,10,X,0.707057,X,X,X,X,X,X,102,55,14426
States,California,2021,10,X,0.758857,X,X,X,X,X,X,471,117,62067
States,Colorado,2021,10,X,0.780955,X,X,X,X,X,X,269,82,34445
States,Connecticut,2021,10,X,0.725599,X,X,X,X,X,X,279,74,38451
States,Delaware,2021,10,X,0.311526,X,X,X,X,X,X,33,19,10593
States,District of Columbia,2021,10,X,2.26,X,X,X,X,X,X,117,4,5177
States,Florida,2021,10,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,10,X,1.63281,X,X,X,X,X,X,1082,93,66266
States,Hawaii,2021,10,X,0.104987,X,X,X,X,X,X,2,16,1905
States,Idaho,2021,10,X,0.674044,X,X,X,X,X,X,67,34,9940
States,Illinois,2021,10,X,0.450006,X,X,X,X,X,X,310,190,68888
States,Indiana,2021,10,X,0.631804,X,X,X,X,X,X,296,110,46850
States,Iowa,2021,10,X,0.484414,X,X,X,X,X,X,23,14,4748
States,Kansas,2021,10,X,0.503437,X,X,X,X,X,X,52,23,10329
States,Kentucky,2021,10,X,0.768763,X,X,X,X,X,X,215,81,27967
States,Louisiana,2021,10,X,0.592593,X,X,X,X,X,X,216,91,36450
States,Maine,2021,10,X,0.324804,X,X,X,X,X,X,41,52,12623
States,Maryland,2021,10,X,0.676309,X,X,X,X,X,X,274,69,40514
States,Massachusetts,2021,10,X,0.546581,X,X,X,X,X,X,314,90,57448
States,Michigan,2021,10,X,0.254914,X,X,X,X,X,X,45,66,17653
States,Minnesota,2021,10,X,0.26828,X,X,X,X,X,X,102,78,38020
States,Mississippi,2021,10,X,1.54578,X,X,X,X,X,X,156,22,10092
States,Missouri,2021,10,X,0.676159,X,X,X,X,X,X,170,49,25142
States,Montana,2021,10,X,0.269992,X,X,X,X,X,X,21,31,7778
States,Nebraska,2021,10,X,0.688953,X,X,X,X,X,X,88,74,12773
States,Nevada,2021,10,X,0.839989,X,X,X,X,X,X,61,26,7262
States,New Hampshire,2021,10,X,0.13947,X,X,X,X,X,X,2,9,1434
States,New Jersey,2021,10,X,2.146,X,X,X,X,X,X,503,32,23439
States,New Mexico,2021,10,X,1.13213,X,X,X,X,X,X,219,42,19344
States,New York,2021,10,X,0.972795,X,X,X,X,X,X,462,126,47492
States,North Carolina,2021,10,X,0.572041,X,X,X,X,X,X,438,137,76568
States,North Dakota,2021,10,X,1.33556,X,X,X,X,X,X,40,11,2995
States,Ohio,2021,10,X,0.822419,X,X,X,X,X,X,108,36,13132
States,Oklahoma,2021,10,X,0.837301,X,X,X,X,X,X,51,21,6091
States,Oregon,2021,10,X,0.570793,X,X,X,X,X,X,190,90,33287
States,Pennsylvania,2021,10,X,0.642576,X,X,X,X,X,X,348,101,54157
States,Rhode Island,2021,10,X,0.349744,X,X,X,X,X,X,39,30,11151
States,South Carolina,2021,10,X,0.978365,X,X,X,X,X,X,123,24,12572
States,South Dakota,2021,10,X,0.410529,X,X,X,X,X,X,34,32,8282
States,Tennessee,2021,10,X,0.837285,X,X,X,X,X,X,279,108,33322
States,Texas,2021,10,X,0.957728,X,X,X,X,X,X,348,60,36336
States,Utah,2021,10,X,0.972254,X,X,X,X,X,X,171,50,17588
States,Vermont,2021,10,X,0.600209,X,X,X,X,X,X,23,13,3832
States,Virginia,2021,10,X,0.856221,X,X,X,X,X,X,746,164,87127
States,Washington,2021,10,X,0.408719,X,X,X,X,X,X,69,45,16882
States,West Virginia,2021,10,X,0.535957,X,X,X,X,X,X,67,41,12501
States,Wisconsin,2021,10,X,0.520187,X,X,X,X,X,X,88,36,16917
States,Wyoming,2021,10,X,0.507786,X,X,X,X,X,X,15,12,2954
States,Commonwealth of the Northern Mariana Islands,2021,10,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,10,X,4.88636,X,X,X,X,X,X,86,6,1760
States,Virgin Islands,2021,10,X,0.4329,X,X,X,X,X,X,4,3,924
States,New York City,2021,10,X,1.08476,X,X,X,X,X,X,782,32,72090
States,Alabama,2021,11,X,0.977696,X,X,X,X,X,X,352,94,36003
States,Alaska,2021,11,X,0.524617,X,X,X,X,X,X,13,12,2478
States,Arizona,2021,11,X,0.644614,X,X,X,X,X,X,76,31,11790
States,Arkansas,2021,11,X,0.834393,X,X,X,X,X,X,105,54,12584
States,California,2021,11,X,0.745306,X,X,X,X,X,X,468,117,62793
States,Colorado,2021,11,X,0.618067,X,X,X,X,X,X,190,82,30741
States,Connecticut,2021,11,X,0.619457,X,X,X,X,X,X,234,71,37775
States,Delaware,2021,11,X,0.243265,X,X,X,X,X,X,27,19,11099
States,District of Columbia,2021,11,X,2.4033,X,X,X,X,X,X,128,4,5326
States,Florida,2021,11,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,11,X,1.63212,X,X,X,X,X,X,1063,95,65130
States,Hawaii,2021,11,X,0.339312,X,X,X,X,X,X,7,16,2063
States,Idaho,2021,11,X,0.609167,X,X,X,X,X,X,63,35,10342
States,Illinois,2021,11,X,0.477721,X,X,X,X,X,X,321,186,67194
States,Indiana,2021,11,X,0.812685,X,X,X,X,X,X,389,111,47866
States,Iowa,2021,11,X,0.306321,X,X,X,X,X,X,11,14,3591
States,Kansas,2021,11,X,0.568182,X,X,X,X,X,X,57,23,10032
States,Kentucky,2021,11,X,0.831298,X,X,X,X,X,X,245,80,29472
States,Louisiana,2021,11,X,0.608235,X,X,X,X,X,X,217,91,35677
States,Maine,2021,11,X,0.256143,X,X,X,X,X,X,32,52,12493
States,Maryland,2021,11,X,0.875558,X,X,X,X,X,X,357,69,40774
States,Massachusetts,2021,11,X,0.532256,X,X,X,X,X,X,307,94,57679
States,Michigan,2021,11,X,0.219735,X,X,X,X,X,X,43,65,19569
States,Minnesota,2021,11,X,0.427115,X,X,X,X,X,X,155,77,36290
States,Mississippi,2021,11,X,1.50879,X,X,X,X,X,X,133,19,8815
States,Missouri,2021,11,X,0.683894,X,X,X,X,X,X,167,49,24419
States,Montana,2021,11,X,0.494917,X,X,X,X,X,X,37,31,7476
States,Nebraska,2021,11,X,0.755931,X,X,X,X,X,X,94,73,12435
States,Nevada,2021,11,X,0.869943,X,X,X,X,X,X,60,24,6897
States,New Hampshire,2021,11,X,0.204918,X,X,X,X,X,X,3,9,1464
States,New Jersey,2021,11,X,2.27302,X,X,X,X,X,X,532,31,23405
States,New Mexico,2021,11,X,1.27307,X,X,X,X,X,X,198,41,15553
States,New York,2021,11,X,1.08844,X,X,X,X,X,X,518,127,47591
States,North Carolina,2021,11,X,0.537864,X,X,X,X,X,X,415,137,77157
States,North Dakota,2021,11,X,1.17484,X,X,X,X,X,X,34,11,2894
States,Ohio,2021,11,X,0.870272,X,X,X,X,X,X,107,31,12295
States,Oklahoma,2021,11,X,0.66095,X,X,X,X,X,X,37,20,5598
States,Oregon,2021,11,X,0.509693,X,X,X,X,X,X,168,90,32961
States,Pennsylvania,2021,11,X,0.617759,X,X,X,X,X,X,337,102,54552
States,Rhode Island,2021,11,X,0.403744,X,X,X,X,X,X,44,29,10898
States,South Carolina,2021,11,X,0.846009,X,X,X,X,X,X,99,25,11702
States,South Dakota,2021,11,X,0.435228,X,X,X,X,X,X,34,31,7812
States,Tennessee,2021,11,X,0.870515,X,X,X,X,X,X,279,55,32050
States,Texas,2021,11,X,1.01826,X,X,X,X,X,X,459,73,45077
States,Utah,2021,11,X,0.819909,X,X,X,X,X,X,142,50,17319
States,Vermont,2021,11,X,0.354052,X,X,X,X,X,X,9,12,2542
States,Virginia,2021,11,X,0.874178,X,X,X,X,X,X,768,164,87854
States,Washington,2021,11,X,0.561026,X,X,X,X,X,X,98,45,17468
States,West Virginia,2021,11,X,0.442618,X,X,X,X,X,X,56,40,12652
States,Wisconsin,2021,11,X,0.497277,X,X,X,X,X,X,84,36,16892
States,Wyoming,2021,11,X,0.570559,X,X,X,X,X,X,15,13,2629
States,Commonwealth of the Northern Mariana Islands,2021,11,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,11,X,4.6875,X,X,X,X,X,X,90,7,1920
States,Virgin Islands,2021,11,X,0.650054,X,X,X,X,X,X,6,3,923
States,New York City,2021,11,X,1.21854,X,X,X,X,X,X,875,31,71807
States,Alabama,2021,12,X,1.01133,X,X,X,X,X,X,382,93,37772
States,Alaska,2021,12,X,0.455581,X,X,X,X,X,X,14,12,3073
States,Arizona,2021,12,X,0.82653,X,X,X,X,X,X,82,22,9921
States,Arkansas,2021,12,X,0.661586,X,X,X,X,X,X,79,54,11941
States,California,2021,12,X,0.814146,X,X,X,X,X,X,506,118,62151
States,Colorado,2021,12,X,0.608923,X,X,X,X,X,X,205,82,33666
States,Connecticut,2021,12,X,0.644659,X,X,X,X,X,X,240,71,37229
States,Delaware,2021,12,X,0.275618,X,X,X,X,X,X,28,16,10159
States,District of Columbia,2021,12,X,1.91825,X,X,X,X,X,X,107,4,5578
States,Florida,2021,12,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,12,X,1.45254,X,X,X,X,X,X,979,92,67399
States,Hawaii,2021,12,X,0.941176,X,X,X,X,X,X,16,15,1700
States,Idaho,2021,12,X,0.677089,X,X,X,X,X,X,68,34,10043
States,Illinois,2021,12,X,0.573654,X,X,X,X,X,X,411,190,71646
States,Indiana,2021,12,X,0.814197,X,X,X,X,X,X,401,108,49251
States,Iowa,2021,12,X,0.427735,X,X,X,X,X,X,19,12,4442
States,Kansas,2021,12,X,0.590195,X,X,X,X,X,X,62,22,10505
States,Kentucky,2021,12,X,0.810734,X,X,X,X,X,X,229,78,28246
States,Louisiana,2021,12,X,0.702627,X,X,X,X,X,X,260,91,37004
States,Maine,2021,12,X,0.314243,X,X,X,X,X,X,40,50,12729
States,Maryland,2021,12,X,0.925435,X,X,X,X,X,X,384,70,41494
States,Massachusetts,2021,12,X,0.540346,X,X,X,X,X,X,330,94,61072
States,Michigan,2021,12,X,0.318302,X,X,X,X,X,X,60,66,18850
States,Minnesota,2021,12,X,0.337838,X,X,X,X,X,X,139,77,41144
States,Mississippi,2021,12,X,1.51365,X,X,X,X,X,X,153,26,10108
States,Missouri,2021,12,X,0.737661,X,X,X,X,X,X,181,49,24537
States,Montana,2021,12,X,0.551524,X,X,X,X,X,X,38,30,6890
States,Nebraska,2021,12,X,0.821385,X,X,X,X,X,X,114,73,13879
States,Nevada,2021,12,X,0.853106,X,X,X,X,X,X,64,25,7502
States,New Hampshire,2021,12,X,0.0708717,X,X,X,X,X,X,1,9,1411
States,New Jersey,2021,12,X,2.31988,X,X,X,X,X,X,577,32,24872
States,New Mexico,2021,12,X,1.03164,X,X,X,X,X,X,179,37,17351
States,New York,2021,12,X,1.01204,X,X,X,X,X,X,490,127,48417
States,North Carolina,2021,12,X,0.442069,X,X,X,X,X,X,364,136,82340
States,North Dakota,2021,12,X,0.934881,X,X,X,X,X,X,29,11,3102
States,Ohio,2021,12,X,0.92511,X,X,X,X,X,X,105,31,11350
States,Oklahoma,2021,12,X,0.916861,X,X,X,X,X,X,59,22,6435
States,Oregon,2021,12,X,0.586617,X,X,X,X,X,X,194,89,33071
States,Pennsylvania,2021,12,X,0.705017,X,X,X,X,X,X,414,102,58722
States,Rhode Island,2021,12,X,0.354102,X,X,X,X,X,X,42,28,11861
States,South Carolina,2021,12,X,0.908334,X,X,X,X,X,X,131,25,14422
States,South Dakota,2021,12,X,0.48014,X,X,X,X,X,X,44,32,9164
States,Tennessee,2021,12,X,1.00402,X,X,X,X,X,X,332,56,33067
States,Texas,2021,12,X,1.03076,X,X,X,X,X,X,433,73,42008
States,Utah,2021,12,X,0.728155,X,X,X,X,X,X,117,50,16068
States,Vermont,2021,12,X,0.453212,X,X,X,X,X,X,17,13,3751
States,Virginia,2021,12,X,0.954292,X,X,X,X,X,X,856,164,89700
States,Washington,2021,12,X,0.599955,X,X,X,X,X,X,106,45,17668
States,West Virginia,2021,12,X,0.828685,X,X,X,X,X,X,104,39,12550
States,Wisconsin,2021,12,X,0.592547,X,X,X,X,X,X,97,30,16370
States,Wyoming,2021,12,X,0.492449,X,X,X,X,X,X,15,13,3046
States,Commonwealth of the Northern Mariana Islands,2021,12,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,12,X,5.22162,X,X,X,X,X,X,86,6,1647
States,Virgin Islands,2021,12,X,0.172712,X,X,X,X,X,X,2,3,1158
States,New York City,2021,12,X,1.10798,X,X,X,X,X,X,827,29,74640
States,Alabama,2021,13,X,0.86463,X,X,X,X,X,X,326,93,37704
States,Alaska,2021,13,X,0.505561,X,X,X,X,X,X,15,12,2967
States,Arizona,2021,13,X,1.33201,X,X,X,X,X,X,107,20,8033
States,Arkansas,2021,13,X,0.787638,X,X,X,X,X,X,105,53,13331
States,California,2021,13,X,0.778543,X,X,X,X,X,X,492,118,63195
States,Colorado,2021,13,X,0.70916,X,X,X,X,X,X,252,85,35535
States,Connecticut,2021,13,X,0.574398,X,X,X,X,X,X,231,71,40216
States,Delaware,2021,13,X,0.521003,X,X,X,X,X,X,48,15,9213
States,District of Columbia,2021,13,X,1.57802,X,X,X,X,X,X,81,4,5133
States,Florida,2021,13,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,13,X,1.64429,X,X,X,X,X,X,1107,95,67324
States,Hawaii,2021,13,X,0.45045,X,X,X,X,X,X,9,16,1998
States,Idaho,2021,13,X,0.604138,X,X,X,X,X,X,80,35,13242
States,Illinois,2021,13,X,0.576674,X,X,X,X,X,X,409,189,70924
States,Indiana,2021,13,X,0.808709,X,X,X,X,X,X,393,108,48596
States,Iowa,2021,13,X,0.412621,X,X,X,X,X,X,17,12,4120
States,Kansas,2021,13,X,0.668772,X,X,X,X,X,X,72,22,10766
States,Kentucky,2021,13,X,0.656785,X,X,X,X,X,X,183,80,27863
States,Louisiana,2021,13,X,0.737773,X,X,X,X,X,X,267,92,36190
States,Maine,2021,13,X,0.441342,X,X,X,X,X,X,55,50,12462
States,Maryland,2021,13,X,1.02558,X,X,X,X,X,X,423,68,41245
States,Massachusetts,2021,13,X,0.611114,X,X,X,X,X,X,365,92,59727
States,Michigan,2021,13,X,0.456621,X,X,X,X,X,X,76,64,16644
States,Minnesota,2021,13,X,0.350746,X,X,X,X,X,X,141,78,40200
States,Mississippi,2021,13,X,0.693963,X,X,X,X,X,X,50,16,7205
States,Missouri,2021,13,X,0.697618,X,X,X,X,X,X,174,49,24942
States,Montana,2021,13,X,0.287391,X,X,X,X,X,X,24,31,8351
States,Nebraska,2021,13,X,1.22751,X,X,X,X,X,X,174,73,14175
States,Nevada,2021,13,X,0.571882,X,X,X,X,X,X,36,23,6295
States,New Hampshire,2021,13,X,0.132714,X,X,X,X,X,X,2,9,1507
States,New Jersey,2021,13,X,2.42753,X,X,X,X,X,X,577,32,23769
States,New Mexico,2021,13,X,1.08823,X,X,X,X,X,X,205,39,18838
States,New York,2021,13,X,1.08874,X,X,X,X,X,X,505,127,46384
States,North Carolina,2021,13,X,0.48685,X,X,X,X,X,X,388,136,79696
States,North Dakota,2021,13,X,0.995644,X,X,X,X,X,X,32,11,3214
States,Ohio,2021,13,X,0.903189,X,X,X,X,X,X,96,33,10629
States,Oklahoma,2021,13,X,0.852364,X,X,X,X,X,X,53,20,6218
States,Oregon,2021,13,X,0.623645,X,X,X,X,X,X,210,89,33673
States,Pennsylvania,2021,13,X,0.899675,X,X,X,X,X,X,575,102,63912
States,Rhode Island,2021,13,X,0.223502,X,X,X,X,X,X,26,30,11633
States,South Carolina,2021,13,X,0.595523,X,X,X,X,X,X,87,25,14609
States,South Dakota,2021,13,X,0.518553,X,X,X,X,X,X,45,31,8678
States,Tennessee,2021,13,X,1.02995,X,X,X,X,X,X,346,110,33594
States,Texas,2021,13,X,1.09897,X,X,X,X,X,X,546,76,49683
States,Utah,2021,13,X,1.0116,X,X,X,X,X,X,164,50,16212
States,Vermont,2021,13,X,0.488732,X,X,X,X,X,X,18,13,3683
States,Virginia,2021,13,X,0.869793,X,X,X,X,X,X,765,164,87952
States,Washington,2021,13,X,0.551146,X,X,X,X,X,X,100,45,18144
States,West Virginia,2021,13,X,0.567275,X,X,X,X,X,X,64,41,11282
States,Wisconsin,2021,13,X,0.547626,X,X,X,X,X,X,94,36,17165
States,Wyoming,2021,13,X,0.687702,X,X,X,X,X,X,17,13,2472
States,Commonwealth of the Northern Mariana Islands,2021,13,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,13,X,4.93573,X,X,X,X,X,X,96,7,1945
States,Virgin Islands,2021,13,X,0.710771,X,X,X,X,X,X,13,5,1829
States,New York City,2021,13,X,1.11379,X,X,X,X,X,X,786,26,70570
States,Alabama,2021,14,X,1.09112,X,X,X,X,X,X,439,93,40234
States,Alaska,2021,14,X,0.592495,X,X,X,X,X,X,18,12,3038
States,Arizona,2021,14,X,1.03555,X,X,X,X,X,X,97,22,9367
States,Arkansas,2021,14,X,0.709868,X,X,X,X,X,X,101,51,14228
States,California,2021,14,X,0.791581,X,X,X,X,X,X,522,119,65944
States,Colorado,2021,14,X,0.840991,X,X,X,X,X,X,313,83,37218
States,Connecticut,2021,14,X,0.699552,X,X,X,X,X,X,312,71,44600
States,Delaware,2021,14,X,0.388098,X,X,X,X,X,X,39,16,10049
States,District of Columbia,2021,14,X,1.73928,X,X,X,X,X,X,101,4,5807
States,Florida,2021,14,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2021,14,X,1.67968,X,X,X,X,X,X,1153,91,68644
States,Hawaii,2021,14,X,0.306748,X,X,X,X,X,X,7,15,2282
States,Idaho,2021,14,X,0.675543,X,X,X,X,X,X,69,32,10214
States,Illinois,2021,14,X,0.743625,X,X,X,X,X,X,571,188,76786
States,Indiana,2021,14,X,0.888539,X,X,X,X,X,X,463,109,52108
States,Iowa,2021,14,X,0.37144,X,X,X,X,X,X,18,13,4846
States,Kansas,2021,14,X,0.607794,X,X,X,X,X,X,68,21,11188
States,Kentucky,2021,14,X,0.723546,X,X,X,X,X,X,221,82,30544
States,Louisiana,2021,14,X,0.832548,X,X,X,X,X,X,327,91,39277
States,Maine,2021,14,X,0.401575,X,X,X,X,X,X,52,50,12949
States,Maryland,2021,14,X,1.1109,X,X,X,X,X,X,466,70,41948
States,Massachusetts,2021,14,X,0.633889,X,X,X,X,X,X,398,93,62787
States,Michigan,2021,14,X,0.435206,X,X,X,X,X,X,76,65,17463
States,Minnesota,2021,14,X,0.359184,X,X,X,X,X,X,137,78,38142
States,Mississippi,2021,14,X,1.45573,X,X,X,X,X,X,134,25,9205
States,Missouri,2021,14,X,0.767928,X,X,X,X,X,X,204,49,26565
States,Montana,2021,14,X,0.376068,X,X,X,X,X,X,33,31,8775
States,Nebraska,2021,14,X,1.11516,X,X,X,X,X,X,162,73,14527
States,Nevada,2021,14,X,1.2026,X,X,X,X,X,X,85,24,7068
States,New Hampshire,2021,14,X,0.216138,X,X,X,X,X,X,3,9,1388
States,New Jersey,2021,14,X,2.25406,X,X,X,X,X,X,535,32,23735
States,New Mexico,2021,14,X,1.2394,X,X,X,X,X,X,247,39,19929
States,New York,2021,14,X,1.23622,X,X,X,X,X,X,591,124,47807
States,North Carolina,2021,14,X,0.539977,X,X,X,X,X,X,461,136,85374
States,North Dakota,2021,14,X,1.27407,X,X,X,X,X,X,43,11,3375
States,Ohio,2021,14,X,0.986367,X,X,X,X,X,X,123,35,12470
States,Oklahoma,2021,14,X,0.528557,X,X,X,X,X,X,36,21,6811
States,Oregon,2021,14,X,0.651761,X,X,X,X,X,X,230,89,35289
States,Pennsylvania,2021,14,X,0.771391,X,X,X,X,X,X,467,99,60540
States,Rhode Island,2021,14,X,0.345642,X,X,X,X,X,X,41,28,11862
States,South Carolina,2021,14,X,0.563949,X,X,X,X,X,X,81,25,14363
States,South Dakota,2021,14,X,0.592748,X,X,X,X,X,X,51,31,8604
States,Tennessee,2021,14,X,1.0176,X,X,X,X,X,X,377,110,37048
States,Texas,2021,14,X,1.43881,X,X,X,X,X,X,753,75,52335
States,Utah,2021,14,X,0.816385,X,X,X,X,X,X,114,48,13964
States,Vermont,2021,14,X,0.452489,X,X,X,X,X,X,18,13,3978
States,Virginia,2021,14,X,0.920005,X,X,X,X,X,X,846,164,91956
States,Washington,2021,14,X,0.67256,X,X,X,X,X,X,210,71,31224
States,West Virginia,2021,14,X,0.737683,X,X,X,X,X,X,84,39,11387
States,Wisconsin,2021,14,X,0.669867,X,X,X,X,X,X,127,36,18959
States,Wyoming,2021,14,X,0.498504,X,X,X,X,X,X,15,13,3009
States,Commonwealth of the Northern Mariana Islands,2021,14,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2021,14,X,6.34518,X,X,X,X,X,X,125,5,1970
States,Virgin Islands,2021,14,X,0.0990099,X,X,X,X,X,X,4,5,4040
States,New York City,2021,14,X,1.13655,X,X,X,X,X,X,835,29,73468
States,Alabama,2021,15,X,1.14724,X,X,X,X,X,X,464,92,40445
States,Alaska,2021,15,X,0.545785,X,X,X,X,X,X,18,12,3298
States,Arizona,2021,15,X,0.818554,X,X,X,X,X,X,90,22,10995
States,Arkansas,2021,15,X,0.829761,X,X,X,X,X,X,120,53,14462
States,California,2021,15,X,0.904744,X,X,X,X,X,X,632,119,69854
States,Colorado,2021,15,X,0.895619,X,X,X,X,X,X,333,82,37181
States,Connecticut,2021,15,X,0.623616,X,X,X,X,X,X,262,71,42013
States,Delaware,2021,15,X,0.495731,X,X,X,X,X,X,54,17,10893
States,District of Columbia,2021,15,X,1.82089,X,X,X,X,X,X,110,4,6041
